Order_Date,Region,Category,Sub_Category,Customer_Segment,Sales,Quantity,Discount,Profit
2024-01-29,North,Furniture,Chairs,Corporate,466.53,9,0.1,103.55
2024-08-31,North,Office Supplies,Paper,Consumer,210.53,1,0.0,87.18
2024-07-03,North,Furniture,Bookcases,Corporate,235.46,8,0.2,27.97
2024-12-23,West,Furniture,Bookcases,Home Office,122.3,1,0.1,43.12
2024-04-18,West,Office Supplies,Binders,Corporate,117.18,1,0.2,1.38
2024-07-16,West,Technology,Accessories,Consumer,83.61,8,0.2,22.76
2023-10-29,East,Furniture,Chairs,Corporate,147.7,2,0.2,7.94
2024-05-30,South,Furniture,Bookcases,Consumer,52.07,11,0.0,6.66
2023-11-10,East,Technology,Laptops,Home Office,47.3,4,0.3,3.4
2024-02-07,East,Technology,Phones,Consumer,145.65,11,0.0,30.91
2024-07-27,North,Office Supplies,Paper,Corporate,281.52,1,0.2,53.32
2023-08-27,North,Furniture,Chairs,Consumer,53.45,1,0.2,14.72
2024-02-23,East,Furniture,Chairs,Home Office,115.7,11,0.1,45.61
2024-08-10,South,Furniture,Tables,Corporate,396.25,13,0.4,-8.69
2024-11-02,East,Office Supplies,Paper,Corporate,449.38,10,0.2,86.43
2024-05-29,East,Furniture,Tables,Consumer,147.86,12,0.0,50.56
2023-12-08,South,Furniture,Chairs,Consumer,402.54,4,0.0,127.51
2024-02-09,East,Furniture,Tables,Consumer,130.4,11,0.2,7.29
2024-01-09,South,Office Supplies,Storage,Corporate,41.24,8,0.0,2.17
2023-10-04,West,Furniture,Chairs,Consumer,428.91,3,0.0,156.78
2024-04-18,North,Office Supplies,Binders,Corporate,946.36,11,0.1,232.8
2024-11-27,East,Furniture,Chairs,Corporate,334.1,1,0.0,120.02
2023-05-14,North,Office Supplies,Binders,Consumer,109.14,2,0.0,0.17
2024-07-09,East,Office Supplies,Paper,Home Office,94.68,9,0.1,-7.22
2023-12-08,East,Furniture,Chairs,Consumer,127.25,1,0.0,16.42
2024-03-25,East,Furniture,Chairs,Home Office,173.74,2,0.1,27.94
2024-09-18,West,Office Supplies,Binders,Corporate,118.71,8,0.2,22.43
2024-06-24,East,Office Supplies,Storage,Home Office,725.46,11,0.1,184.45
2024-07-19,West,Furniture,Bookcases,Consumer,278.18,7,0.2,39.25
2023-03-06,West,Technology,Laptops,Corporate,30.62,11,0.2,12.16
2023-09-07,East,Technology,Accessories,Home Office,124.99,4,0.2,22.34
2023-10-20,West,Furniture,Chairs,Corporate,89.66,10,0.1,41.0
2024-08-06,West,Office Supplies,Binders,Consumer,131.08,14,0.0,63.1
2023-02-22,East,Office Supplies,Storage,Consumer,360.55,1,0.0,123.59
2023-09-02,South,Technology,Phones,Corporate,291.35,11,0.0,104.95
2024-04-03,East,Furniture,Tables,Consumer,99.35,7,0.0,46.37
2024-07-21,South,Furniture,Chairs,Home Office,170.77,8,0.3,27.34
2023-11-26,East,Technology,Laptops,Home Office,393.89,14,0.3,40.44
2023-11-27,South,Furniture,Tables,Home Office,246.11,6,0.2,62.04
2023-02-27,South,Furniture,Bookcases,Corporate,1103.71,3,0.2,143.75
2024-10-21,West,Furniture,Bookcases,Consumer,167.0,4,0.1,65.99
2023-08-13,South,Technology,Laptops,Consumer,181.97,7,0.0,75.64
2023-02-16,South,Office Supplies,Storage,Corporate,424.67,4,0.3,25.59
2024-05-19,North,Furniture,Chairs,Consumer,42.22,13,0.0,2.38
2024-11-23,West,Technology,Accessories,Corporate,41.37,6,0.1,28.7
2024-04-11,West,Technology,Laptops,Home Office,749.34,11,0.1,183.83
2024-11-06,South,Office Supplies,Storage,Consumer,395.96,1,0.1,95.06
2024-02-11,South,Furniture,Tables,Consumer,165.86,7,0.1,38.38
2024-11-28,South,Office Supplies,Binders,Consumer,66.21,9,0.1,6.77
2023-03-29,West,Furniture,Chairs,Home Office,81.44,4,0.0,17.61
2024-11-15,East,Furniture,Tables,Corporate,26.06,1,0.2,13.75
2024-12-27,South,Technology,Phones,Corporate,91.13,2,0.0,13.17
2024-06-07,West,Office Supplies,Storage,Corporate,1854.75,3,0.0,638.49
2024-02-06,East,Furniture,Tables,Home Office,35.53,1,0.0,32.96
2024-07-12,West,Office Supplies,Paper,Corporate,484.46,2,0.0,179.67
2024-01-06,South,Furniture,Tables,Consumer,34.13,13,0.0,-9.09
2024-08-06,North,Office Supplies,Storage,Corporate,232.61,14,0.0,99.11
2024-06-15,East,Office Supplies,Paper,Corporate,51.38,12,0.1,21.97
2023-04-29,South,Technology,Laptops,Corporate,872.57,14,0.1,222.27
2023-08-03,South,Office Supplies,Paper,Corporate,94.15,7,0.1,1.81
2024-02-05,South,Technology,Laptops,Home Office,53.57,3,0.0,1.49
2024-03-25,South,Office Supplies,Binders,Home Office,42.88,12,0.1,4.39
2024-04-22,East,Furniture,Tables,Home Office,94.64,6,0.2,10.07
2024-05-12,North,Furniture,Bookcases,Home Office,189.32,12,0.1,45.84
2023-08-30,East,Furniture,Tables,Home Office,104.01,6,0.1,43.99
2024-03-29,East,Furniture,Tables,Home Office,1055.19,9,0.0,356.37
2024-12-26,North,Furniture,Chairs,Home Office,296.61,6,0.0,118.17
2024-11-27,West,Technology,Laptops,Corporate,110.38,5,0.0,45.29
2023-11-20,North,Furniture,Tables,Consumer,314.19,10,0.1,103.47
2023-01-08,East,Office Supplies,Paper,Consumer,212.8,5,0.2,15.64
2023-04-09,West,Furniture,Bookcases,Home Office,72.43,14,0.0,29.37
2023-10-04,East,Technology,Accessories,Consumer,465.23,12,0.2,86.24
2024-03-20,South,Furniture,Tables,Consumer,144.32,4,0.1,28.59
2024-05-07,North,Technology,Laptops,Home Office,132.47,13,0.2,-0.21
2023-01-11,North,Office Supplies,Binders,Home Office,97.58,5,0.1,27.25
2023-03-14,West,Technology,Phones,Consumer,874.87,12,0.0,311.14
2023-02-10,West,Furniture,Bookcases,Home Office,625.73,12,0.0,224.87
2023-07-11,South,Office Supplies,Storage,Corporate,44.79,10,0.1,-25.84
2024-09-17,West,Office Supplies,Storage,Home Office,398.77,3,0.1,103.45
2024-11-23,South,Furniture,Chairs,Corporate,154.1,7,0.0,57.86
2023-06-06,North,Office Supplies,Storage,Home Office,273.87,1,0.2,12.06
2023-03-17,West,Technology,Laptops,Consumer,108.55,6,0.3,-2.33
2023-04-28,South,Furniture,Bookcases,Home Office,29.29,5,0.1,
2023-12-30,South,Office Supplies,Paper,Corporate,36.88,9,0.2,23.32
2024-06-04,West,Office Supplies,Binders,Corporate,,2,0.2,26.94
2023-10-29,West,Furniture,Chairs,Consumer,238.33,8,0.0,99.03
2024-10-26,South,Office Supplies,Binders,Home Office,219.94,14,0.2,42.36
2023-05-10,North,Office Supplies,Paper,Consumer,375.6,1,0.0,157.08
2024-11-30,West,Technology,Laptops,Home Office,185.32,8,0.0,60.2
2023-08-15,West,Technology,Accessories,Home Office,131.45,7,0.0,61.31
2023-07-02,East,Furniture,Bookcases,Corporate,128.33,12,0.2,-2.91
2024-03-01,North,Technology,Phones,Corporate,230.7,5,0.3,14.28
2023-11-09,West,Technology,Phones,Corporate,912.51,12,0.3,52.61
2024-11-23,West,Furniture,Bookcases,Consumer,166.16,12,0.1,35.43
2023-04-13,West,Furniture,Bookcases,Corporate,90.41,3,0.2,22.51
2023-10-28,West,Office Supplies,Storage,Corporate,97.2,6,0.1,30.06
2023-01-21,West,Technology,Accessories,Consumer,417.89,6,0.2,61.09
2023-12-15,South,Furniture,Tables,Home Office,829.43,2,0.0,300.82
2023-09-11,West,Furniture,Tables,Home Office,45.79,2,0.0,17.57
2023-07-20,East,Furniture,Chairs,Corporate,34.64,14,0.0,10.2
2023-05-15,North,Technology,Phones,Corporate,114.87,12,0.0,48.71
2023-11-30,South,Furniture,Tables,Corporate,408.87,2,0.1,104.02
2023-12-08,East,Office Supplies,Storage,Corporate,150.97,6,0.1,72.93
2023-09-16,East,Technology,Accessories,Corporate,620.41,12,0.0,233.72
2023-03-29,East,Office Supplies,Binders,Corporate,192.45,9,0.1,46.63
2024-02-21,East,Technology,Phones,Corporate,745.21,3,0.1,187.68
2023-02-08,East,Furniture,Chairs,Consumer,482.79,9,0.1,107.38
2024-09-11,East,Office Supplies,Storage,Consumer,78.56,8,0.0,10.33
2024-06-01,North,Furniture,Bookcases,Consumer,644.19,11,0.2,83.65
2024-03-04,North,Furniture,Bookcases,Consumer,297.75,14,0.2,44.99
2023-08-13,North,Office Supplies,Binders,Consumer,48.99,13,0.2,-12.46
2023-08-08,North,Furniture,Chairs,Corporate,382.96,12,0.3,37.96
2024-02-22,East,Office Supplies,Paper,Corporate,84.52,5,0.0,13.22
2023-08-17,West,Office Supplies,Storage,Consumer,1366.6,9,0.3,53.86
2024-07-28,West,Technology,Phones,Corporate,50.58,9,0.0,23.01
2024-05-04,North,Furniture,Tables,Home Office,223.24,7,0.1,72.09
2023-09-11,East,Office Supplies,Binders,Home Office,120.93,5,0.1,31.25
2023-05-11,South,Furniture,Bookcases,Home Office,86.27,8,0.1,42.45
2024-01-28,West,Technology,Accessories,Consumer,187.44,11,0.0,47.83
2023-02-04,East,Technology,Accessories,Home Office,299.07,8,0.1,63.21
2023-11-21,South,Technology,Accessories,Home Office,487.9,1,0.0,167.56
2023-05-06,East,Office Supplies,Binders,Corporate,522.55,5,0.4,-32.01
2023-11-14,West,Technology,Phones,Consumer,460.7,8,0.2,70.09
2023-10-23,North,Furniture,Tables,Corporate,115.28,12,0.1,24.66
2023-02-22,North,Furniture,Bookcases,Consumer,238.73,11,0.0,86.78
2024-06-14,West,Technology,Phones,Consumer,197.77,6,0.1,54.97
2023-04-22,North,Furniture,Tables,Consumer,297.49,14,0.1,93.15
2023-08-04,North,Technology,Laptops,Home Office,281.36,11,0.0,96.22
2023-07-08,West,Technology,Laptops,Home Office,300.9,11,0.0,110.04
2024-09-19,East,Furniture,Bookcases,Corporate,1159.22,8,0.1,293.34
2023-04-03,West,Furniture,Chairs,Consumer,215.23,9,0.2,3.6
2023-06-05,West,Furniture,Chairs,Consumer,89.75,2,0.1,3.5
2024-12-06,West,Technology,Laptops,Home Office,122.13,9,0.2,18.75
2023-08-21,South,Technology,Phones,Consumer,365.94,8,0.2,72.76
2024-11-18,West,Technology,Phones,Corporate,659.16,12,0.1,144.35
2023-02-08,East,Furniture,Tables,Consumer,272.19,6,0.2,16.15
2023-07-20,South,Furniture,Bookcases,Corporate,63.55,4,0.2,-15.74
2023-07-10,West,Furniture,Chairs,Home Office,130.72,9,0.4,-8.06
2024-04-06,North,Office Supplies,Binders,Home Office,239.59,8,0.2,46.15
2023-01-01,West,Furniture,Chairs,Home Office,183.75,6,0.0,71.03
2023-06-26,East,Furniture,Chairs,Corporate,758.07,11,0.0,235.28
2023-08-22,West,Furniture,Chairs,Consumer,268.63,14,0.2,36.88
2024-04-04,East,Technology,Laptops,Home Office,282.3,4,0.3,23.62
2024-06-04,West,Office Supplies,Binders,Home Office,375.72,4,0.0,130.31
2023-01-14,North,Furniture,Bookcases,Consumer,53.99,11,0.0,14.21
2024-01-04,South,Technology,Phones,Corporate,260.06,9,0.0,101.51
2024-07-18,North,Technology,Phones,Consumer,114.11,6,0.0,29.88
2023-11-09,West,Technology,Accessories,Home Office,23.57,6,0.0,27.75
2023-02-09,East,Office Supplies,Paper,Corporate,29.35,4,0.3,-7.93
2024-11-15,West,Technology,Phones,Consumer,277.36,1,0.2,27.56
2024-01-20,East,Technology,Laptops,Corporate,59.46,11,0.0,13.15
2023-09-18,West,Furniture,Tables,Consumer,279.56,10,0.0,82.62
2023-03-04,East,Technology,Phones,Corporate,338.65,5,0.2,45.61
2024-09-15,West,Office Supplies,Storage,Home Office,546.0,12,0.2,115.47
2024-04-20,North,Technology,Accessories,Corporate,760.91,5,0.1,174.75
2024-02-03,North,Technology,Phones,Corporate,449.41,9,0.0,178.63
2024-12-30,South,Office Supplies,Binders,Home Office,347.56,4,0.4,13.42
2023-09-30,East,Technology,Phones,Corporate,1535.71,13,0.2,217.45
2023-05-26,East,Furniture,Chairs,Home Office,1043.7,11,0.0,369.27
2024-11-17,North,Office Supplies,Storage,Consumer,132.05,12,0.1,29.53
2023-08-17,North,Technology,Accessories,Consumer,180.98,9,0.1,36.42
2023-02-01,South,Office Supplies,Storage,Corporate,674.01,7,0.3,33.71
2024-05-20,West,Office Supplies,Paper,Home Office,136.32,11,0.0,34.52
2023-06-02,North,Technology,Laptops,Corporate,246.67,6,0.0,82.94
2024-12-02,West,Technology,Phones,Corporate,88.2,13,0.1,22.69
2023-07-17,North,Technology,Accessories,Consumer,386.4,4,0.4,-21.69
2023-09-16,East,Technology,Laptops,Home Office,161.75,7,0.3,20.58
2024-12-17,West,Technology,Accessories,Corporate,249.66,3,0.0,56.95
2023-04-27,North,Office Supplies,Paper,Home Office,459.37,14,0.1,119.56
2023-03-01,East,Technology,Laptops,Home Office,496.93,13,0.1,143.28
2024-01-21,South,Office Supplies,Storage,Consumer,352.03,1,0.3,23.77
2023-09-03,East,Furniture,Tables,Consumer,217.55,6,0.1,43.55
2024-01-21,East,Office Supplies,Storage,Home Office,56.13,11,0.3,11.49
2024-01-08,West,Technology,Phones,Corporate,301.33,1,0.2,45.2
2023-08-11,East,Furniture,Bookcases,Home Office,68.03,7,0.1,-4.37
2024-09-22,North,Furniture,Chairs,Consumer,780.5,4,0.1,190.22
2024-07-23,West,Office Supplies,Binders,Corporate,44.56,12,0.1,21.24
2023-05-02,North,Technology,Phones,Corporate,304.57,3,0.1,77.54
2024-03-14,South,Technology,Phones,Consumer,422.09,9,0.4,-43.49
2024-05-30,South,Furniture,Chairs,Corporate,70.47,10,0.3,23.03
2024-10-03,North,Furniture,Chairs,Home Office,55.44,8,0.0,4.45
2024-08-26,South,Technology,Laptops,Home Office,300.03,5,0.0,128.28
2023-11-26,South,Furniture,Bookcases,Home Office,40.26,3,0.2,3.92
2024-08-23,South,Office Supplies,Binders,Home Office,82.32,9,0.0,5.72
2024-06-20,South,Office Supplies,Binders,Corporate,217.1,12,0.1,50.33
2023-04-10,East,Furniture,Bookcases,Corporate,271.08,7,0.0,93.05
2023-08-14,South,Office Supplies,Paper,Home Office,62.63,7,0.0,4.38
2024-01-27,West,Office Supplies,Storage,Home Office,215.74,11,0.1,44.95
2024-02-29,East,Furniture,Bookcases,Home Office,269.61,10,0.1,70.29
2024-05-30,South,Technology,Phones,Home Office,54.34,4,0.0,23.32
2023-04-28,East,Furniture,Bookcases,Home Office,202.46,6,0.2,10.19
2023-02-06,North,Office Supplies,Paper,Corporate,462.35,10,0.4,-31.06
2023-07-01,West,Technology,Laptops,Home Office,1128.31,12,0.1,274.32
2024-07-09,North,Office Supplies,Storage,Corporate,88.99,1,0.0,23.13
2023-06-30,South,Office Supplies,Binders,Corporate,78.4,5,0.1,16.65
2024-12-14,North,Office Supplies,Paper,Corporate,130.0,9,0.0,45.17
2024-09-04,South,Technology,Phones,Home Office,771.61,10,0.2,116.19
2024-04-19,North,Furniture,Bookcases,Consumer,179.49,4,0.3,36.96
2024-02-09,East,Office Supplies,Binders,Corporate,715.41,13,0.2,108.52
2023-01-15,West,Furniture,Tables,Consumer,1037.86,13,0.0,356.39
2023-09-21,West,Technology,Laptops,Consumer,222.5,7,0.3,9.8
2024-11-18,North,Office Supplies,Paper,Consumer,95.29,6,0.2,26.59
2024-07-03,North,Furniture,Tables,Consumer,728.98,14,0.2,116.43
2023-09-19,North,Furniture,Chairs,Home Office,72.16,12,0.1,16.13
2023-06-27,West,Technology,Laptops,Consumer,75.54,2,0.1,21.8
2023-02-27,West,Technology,Phones,Corporate,338.38,11,0.0,119.58
2023-09-07,South,Office Supplies,Binders,Consumer,265.91,9,0.1,97.25
2023-04-08,East,Furniture,Bookcases,Home Office,343.04,14,0.0,112.3
2024-01-29,West,Furniture,Bookcases,Consumer,140.88,6,0.0,38.13
2023-04-09,East,Technology,Phones,Corporate,55.68,1,0.3,8.37
2023-02-16,West,Technology,Phones,Consumer,207.79,4,0.3,-3.68
2024-07-28,East,Technology,Phones,Corporate,235.16,4,0.0,83.72
2023-09-13,West,Technology,Phones,Corporate,,4,0.0,12.56
2023-06-10,South,Office Supplies,Paper,Home Office,646.47,2,0.3,3.29
2024-04-04,West,Technology,Phones,Home Office,195.62,10,0.0,70.6
2023-03-25,West,Technology,Phones,Corporate,56.09,2,0.0,42.1
2023-10-10,East,Technology,Phones,Corporate,107.86,2,0.3,47.8
2024-11-06,North,Technology,Phones,Consumer,189.8,10,0.1,45.81
2024-06-09,West,Furniture,Bookcases,Home Office,119.32,5,0.1,1.14
2024-09-28,West,Office Supplies,Binders,Corporate,43.43,14,0.0,48.78
2023-01-01,North,Furniture,Bookcases,Consumer,87.78,9,0.1,27.07
2024-12-11,East,Technology,Phones,Home Office,76.5,14,0.1,18.84
2024-03-19,North,Furniture,Tables,Corporate,90.88,7,0.4,-23.19
2024-11-29,North,Office Supplies,Binders,Home Office,32.09,4,0.2,-18.83
2023-03-03,North,Furniture,Tables,Consumer,,12,0.1,165.39
2024-11-02,West,Technology,Accessories,Home Office,727.05,5,0.2,116.53
2024-12-05,South,Office Supplies,Storage,Consumer,46.86,14,0.2,-23.59
2024-12-04,West,Technology,Accessories,Consumer,138.32,11,0.3,14.78
2024-11-19,North,Furniture,Tables,Home Office,173.72,7,0.2,37.03
2023-04-06,West,Furniture,Bookcases,Consumer,32.62,4,0.2,-9.82
2023-11-02,North,Office Supplies,Storage,Corporate,,2,0.1,229.91
2024-04-04,North,Office Supplies,Storage,Consumer,491.3,13,0.2,50.11
2024-12-14,North,Technology,Accessories,Consumer,294.46,8,0.0,108.59
2024-03-01,North,Technology,Phones,Consumer,457.74,14,0.3,22.6
2023-08-25,North,Technology,Laptops,Home Office,509.95,8,0.0,185.94
2024-05-11,South,Furniture,Bookcases,Corporate,385.0,5,0.4,-20.04
2023-10-12,East,Office Supplies,Binders,Home Office,400.69,13,0.1,125.37
2023-01-12,South,Technology,Laptops,Home Office,216.66,7,0.4,-7.95
2023-03-17,South,Furniture,Bookcases,Consumer,152.2,13,0.0,27.56
2023-01-17,South,Technology,Accessories,Corporate,180.82,8,0.1,41.58
2024-10-25,North,Furniture,Bookcases,Consumer,659.84,2,0.0,217.52
2024-11-30,South,Office Supplies,Storage,Consumer,306.95,14,0.2,41.45
2024-11-07,East,Office Supplies,Binders,Consumer,272.41,1,0.2,36.28
2024-11-16,South,Furniture,Bookcases,Corporate,129.56,9,0.0,32.18
2023-08-11,West,Furniture,Bookcases,Home Office,619.92,4,0.4,-41.61
2023-11-06,South,Technology,Laptops,Corporate,310.58,4,0.1,94.81
2024-07-14,North,Office Supplies,Storage,Consumer,211.72,7,0.4,1.88
2023-10-04,South,Technology,Phones,Home Office,144.87,2,0.2,44.63
2024-11-03,West,Technology,Phones,Consumer,130.85,12,0.4,-22.06
2023-11-23,North,Technology,Phones,Home Office,49.3,11,0.1,20.44
2023-10-01,East,Furniture,Chairs,Home Office,206.28,12,0.1,30.22
2023-11-12,West,Technology,Accessories,Consumer,,13,0.2,64.88
2024-11-16,North,Furniture,Chairs,Corporate,258.3,6,0.3,20.07
2023-10-09,East,Furniture,Chairs,Corporate,294.67,9,0.4,-4.24
2023-10-19,East,Office Supplies,Storage,Corporate,372.84,8,0.2,26.77
2023-01-22,North,Furniture,Chairs,Home Office,38.33,1,0.1,-15.71
2024-04-12,North,Technology,Phones,Home Office,357.41,2,0.3,40.68
2024-08-14,South,Furniture,Chairs,Consumer,88.06,14,0.0,6.14
2023-09-13,West,Furniture,Tables,Home Office,62.33,1,0.3,6.52
2023-10-25,East,Furniture,Tables,Home Office,263.97,7,0.0,87.53
2024-09-15,West,Furniture,Bookcases,Home Office,414.99,2,0.1,75.98
2023-01-15,West,Technology,Laptops,Corporate,448.79,1,0.0,144.99
2024-07-01,West,Furniture,Tables,Consumer,110.64,1,0.2,29.43
2023-07-15,South,Furniture,Chairs,Corporate,321.67,7,0.0,117.3
2023-03-13,West,Furniture,Chairs,Corporate,69.66,1,0.2,-5.54
2024-07-07,East,Office Supplies,Storage,Corporate,170.25,2,0.2,29.07
2023-05-13,South,Technology,Laptops,Corporate,779.46,10,0.1,175.78
2024-05-17,West,Office Supplies,Storage,Consumer,163.28,13,0.2,42.86
2023-04-27,North,Technology,Accessories,Home Office,427.02,8,0.1,116.78
2024-01-07,West,Furniture,Bookcases,Corporate,49.84,3,0.3,-20.84
2024-01-24,South,Furniture,Bookcases,Consumer,573.72,12,0.3,39.03
2024-03-30,South,Office Supplies,Binders,Consumer,262.05,12,0.1,74.72
2023-11-20,West,Furniture,Tables,Consumer,24.26,2,0.0,14.66
2024-03-30,West,Office Supplies,Binders,Consumer,339.18,14,0.2,44.11
2024-06-30,West,Furniture,Bookcases,Consumer,92.21,5,0.0,55.06
2024-10-29,North,Office Supplies,Binders,Home Office,510.9,7,0.0,180.03
2023-12-29,East,Office Supplies,Paper,Corporate,123.88,9,0.2,43.27
2023-02-23,South,Office Supplies,Binders,Corporate,315.15,11,0.2,41.24
2023-10-01,West,Office Supplies,Paper,Home Office,423.38,2,0.0,153.84
2024-02-22,South,Technology,Laptops,Corporate,748.54,9,0.0,246.18
2023-05-24,South,Technology,Phones,Corporate,233.25,11,0.3,21.6
2024-06-12,North,Furniture,Bookcases,Consumer,121.14,10,0.2,12.65
2024-08-16,South,Technology,Laptops,Consumer,470.41,12,0.0,180.16
2023-04-25,West,Furniture,Tables,Consumer,613.75,3,0.1,164.93
2023-07-01,West,Furniture,Chairs,Home Office,425.38,5,0.2,68.9
2024-11-05,North,Office Supplies,Paper,Home Office,433.64,13,0.1,116.55
2023-07-17,East,Technology,Laptops,Consumer,75.22,1,0.1,1.65
2024-04-11,North,Office Supplies,Binders,Consumer,107.01,2,0.4,-12.17
2023-08-10,North,Technology,Phones,Consumer,452.91,14,0.0,167.62
2024-08-24,North,Furniture,Tables,Corporate,73.51,13,0.4,0.1
2024-10-18,West,Office Supplies,Paper,Home Office,694.85,9,0.0,246.63
2023-12-13,West,Office Supplies,Paper,Consumer,65.44,8,0.0,25.0
2023-04-06,East,Office Supplies,Storage,Home Office,499.87,10,0.3,57.23
2023-01-02,West,Office Supplies,Storage,Corporate,54.33,5,0.0,40.0
2024-08-04,South,Technology,Accessories,Corporate,42.2,11,0.0,10.35
2024-09-28,West,Technology,Phones,Consumer,373.11,4,0.0,144.27
2024-04-21,East,Office Supplies,Paper,Home Office,817.77,1,0.0,277.59
2023-05-27,North,Technology,Laptops,Consumer,76.07,14,0.0,13.6
2023-05-24,North,Furniture,Bookcases,Corporate,130.48,7,0.0,35.74
2024-10-20,East,Technology,Accessories,Home Office,466.86,11,0.4,-12.67
2023-02-18,North,Furniture,Tables,Consumer,314.45,12,0.0,113.63
2023-01-29,East,Office Supplies,Binders,Corporate,89.16,8,0.2,-11.17
2023-05-29,West,Office Supplies,Paper,Home Office,222.73,4,0.0,42.67
2024-11-12,South,Furniture,Tables,Home Office,200.24,5,0.0,87.73
2024-03-03,West,Technology,Accessories,Corporate,91.35,11,0.2,15.63
2023-12-12,East,Furniture,Chairs,Home Office,209.75,3,0.2,54.13
2023-01-17,North,Office Supplies,Binders,Corporate,707.91,3,0.0,246.52
2024-02-14,West,Office Supplies,Paper,Consumer,51.73,7,0.0,12.77
2024-11-28,North,Technology,Accessories,Home Office,448.18,14,0.0,159.69
2024-05-31,West,Office Supplies,Paper,Home Office,128.65,13,0.0,32.5
2023-01-05,East,Office Supplies,Binders,Consumer,100.05,6,0.1,
2024-12-16,North,Furniture,Chairs,Home Office,108.96,4,0.0,19.48
2023-12-14,East,Office Supplies,Storage,Home Office,125.96,8,0.2,21.95
2023-09-01,East,Office Supplies,Paper,Corporate,,9,0.1,135.68
2024-10-07,South,Furniture,Chairs,Corporate,918.04,7,0.0,319.16
2023-10-10,North,Technology,Phones,Home Office,151.77,11,0.0,35.27
2024-09-04,South,Technology,Phones,Corporate,381.67,2,0.3,10.68
2023-03-25,North,Technology,Phones,Consumer,31.47,12,0.1,8.4
2023-12-08,West,Technology,Laptops,Consumer,630.58,8,0.1,156.14
2024-04-10,East,Office Supplies,Paper,Corporate,55.8,8,0.1,29.16
2023-04-09,West,Office Supplies,Storage,Home Office,188.16,1,0.1,51.52
2024-04-29,East,Furniture,Chairs,Consumer,65.23,8,0.0,45.31
2023-03-02,West,Office Supplies,Paper,Corporate,358.34,6,0.0,127.69
2023-10-14,North,Office Supplies,Binders,Consumer,488.98,8,0.1,114.81
2024-10-06,West,Technology,Laptops,Home Office,71.58,14,0.0,45.39
2023-06-06,West,Office Supplies,Paper,Consumer,138.38,14,0.2,9.04
2024-09-01,North,Furniture,Chairs,Consumer,393.17,9,0.1,87.63
2024-10-20,North,Office Supplies,Paper,Home Office,120.18,13,0.2,-2.63
2023-01-01,North,Technology,Phones,Consumer,507.16,4,0.2,78.9
2023-02-27,West,Technology,Phones,Corporate,338.38,11,0.0,119.58
2023-08-15,East,Office Supplies,Paper,Consumer,99.27,1,0.2,-16.01
2023-01-20,South,Office Supplies,Binders,Home Office,70.87,4,0.0,40.98
2023-11-30,West,Technology,Laptops,Home Office,25.34,2,0.0,25.2
2024-12-09,North,Technology,Phones,Home Office,217.99,5,0.0,47.82
2023-01-10,East,Furniture,Tables,Corporate,138.45,12,0.0,86.27
2024-01-11,East,Technology,Laptops,Consumer,66.24,12,0.0,14.07
2023-11-10,South,Furniture,Bookcases,Corporate,,13,0.2,-5.41
2024-05-11,West,Technology,Laptops,Consumer,30.28,12,0.0,29.74
2024-03-07,East,Office Supplies,Binders,Corporate,77.93,3,0.0,2.3
2024-12-07,South,Furniture,Tables,Corporate,198.9,8,0.1,61.06
2024-08-12,North,Furniture,Bookcases,Consumer,1699.89,7,0.4,-82.0
2024-11-02,North,Technology,Accessories,Corporate,264.02,2,0.3,
2023-08-13,South,Office Supplies,Storage,Corporate,139.89,7,0.3,-7.17
2024-05-03,North,Technology,Accessories,Corporate,142.23,6,0.4,4.39
2023-02-05,East,Office Supplies,Storage,Home Office,281.58,6,0.0,83.92
2024-05-14,South,Technology,Laptops,Corporate,336.47,5,0.0,104.83
2024-11-15,East,Technology,Phones,Corporate,529.16,2,0.1,157.64
2023-10-16,South,Technology,Laptops,Home Office,121.78,3,0.0,60.7
2023-05-27,East,Technology,Phones,Home Office,,14,0.1,47.26
2024-06-09,North,Furniture,Bookcases,Consumer,96.48,10,0.1,27.35
2023-12-29,East,Office Supplies,Storage,Home Office,134.19,11,0.0,67.04
2024-12-17,East,Technology,Phones,Home Office,186.33,1,0.2,26.34
2023-07-10,West,Furniture,Bookcases,Consumer,286.65,12,0.3,10.4
2023-06-01,West,Technology,Laptops,Consumer,257.41,7,0.1,66.32
2024-02-17,North,Office Supplies,Storage,Home Office,535.98,10,0.0,203.08
2023-08-04,South,Technology,Phones,Corporate,235.3,4,0.3,1.48
2023-08-23,East,Office Supplies,Storage,Home Office,129.04,4,0.0,45.95
2023-07-20,North,Technology,Accessories,Consumer,231.93,8,0.1,64.15
2024-04-03,West,Technology,Accessories,Home Office,125.12,6,0.0,59.89
2024-07-15,South,Furniture,Chairs,Corporate,202.46,5,0.2,32.79
2024-11-07,South,Furniture,Tables,Home Office,40.9,12,0.2,17.98
2024-10-21,South,Furniture,Chairs,Home Office,,5,0.2,22.57
2023-01-25,South,Furniture,Chairs,Home Office,337.57,6,0.0,133.26
2023-12-25,North,Technology,Accessories,Consumer,88.28,4,0.2,43.25
2024-10-26,South,Furniture,Chairs,Corporate,118.69,14,0.0,15.54
2024-06-20,North,Furniture,Chairs,Corporate,507.87,14,0.1,136.17
2024-01-08,East,Office Supplies,Paper,Home Office,66.22,8,0.0,35.45
2024-12-20,West,Technology,Laptops,Corporate,45.9,2,0.1,4.32
